sample_id,label,size_model,size_params_json,label_coarse,label_family,n_particles,pattern_params,seed_offset
sample_000485,C08_CurvedScratch,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.6592129772438455, ""per_sample"": true, ""sigma_log"": 0.4482216285751127}",,,102,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 0.6864429181163981, ""arc_radius_ratio"": 0.6497030530386105, ""n_particles"": 102, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.5523327247960977, ""span_rad"": 0.46209656458995774, ""width_norm"": 0.044149914821323216}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 55.9359209818968, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.016822450821529767}",485
sample_000486,C06_RadialLines,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.26475859202198193, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.0327973924342819}",,,73,"{""angular_jitter_deg"": 0.08768494089513912, ""n_lines"": 6, ""n_particles"": 73, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 5.0, ""r_max_norm"": 0.8328033645920063, ""r_min_norm"": 0.13587329296173487, ""sigma_perp_norm"": 0.03865425496821403}, ""r_max_ratio"": 0.6948429344495642, ""r_min_ratio"": 0.24126426678493526, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.015488151383110296, ""wafer_radius_mm"": 150.0}",486
sample_000487,C07_StraightLine,weibull,"{""k"": 2.654573924272753, ""lambda_um"": 0.2678792376887521, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,189,"{""angle_deg"": 55.25373458807747, ""n_particles"": 189, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.08848333556962218, ""params"": {""segment_half_length_norm"": 0.06510350495902512, ""width_norm"": 0.050028298614496335}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6175906104433002, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.00786344986159274}",487
sample_000488,C05_Sector_Internal,weibull,"{""k"": 2.571892738832971, ""lambda_um"": 0.29922116043540514, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,173,"{""angle_center_rad"": 3.960822233157997, ""angle_width_deg"": 57.897677411113236, ""edge_margin_norm"": 0.05, ""n_particles"": 173, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.11766979647345908, ""r_outer_ratio"": 0.6857773222758196, ""radial_beta_alpha"": 3.8889914707363955, ""radial_beta_beta"": 2.3411463496802796, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 2.268842760101975, ""wafer_radius_mm"": 150.0}",488
sample_000489,C02_EdgeBiased,weibull,"{""k"": 1.9831863748058909, ""lambda_um"": 0.2199432337163275, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,167,"{""edge_bias"": 2.969402856711339, ""n_particles"": 167, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",489
sample_000490,C07_StraightLine,weibull,"{""k"": 2.215050083387234, ""lambda_um"": 0.16949041114009028, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,194,"{""angle_deg"": 124.87825175293251, ""n_particles"": 194, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.23750745249944877, ""params"": {""segment_half_length_norm"": 0.24385772640595108, ""width_norm"": 0.03900674831441949}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.38955992544466395, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.013245158160772166}",490
sample_000491,C07_StraightLine,weibull,"{""k"": 2.0527669045057135, ""lambda_um"": 0.13505594461090084, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,102,"{""angle_deg"": 65.92235979699107, ""n_particles"": 102, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1822069715957474, ""params"": {""segment_half_length_norm"": 0.03970984468592161, ""width_norm"": 0.044350365842824785}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.34962925720581356, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.027149781434190817}",491
sample_000492,C07_StraightLine,weibull,"{""k"": 2.468314279477184, ""lambda_um"": 0.27552959526339516, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,195,"{""angle_deg"": 162.92435576387868, ""n_particles"": 195, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.14036346146394765, ""params"": {""segment_half_length_norm"": 0.27841993568926887, ""width_norm"": 0.0603846917487922}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.599392556074331, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03245963072973217}",492
sample_000493,C04_Sector_Edge,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.131849927852344, ""per_sample"": true, ""sigma_log"": 0.30844432553235496}",,,31,"{""angle_center_rad"": 2.7027119760575995, ""angle_width_deg"": 41.753468134461805, ""edge_width_ratio"": 0.09295610671237513, ""n_particles"": 31, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.9589260249409977, ""radial_beta_beta"": 1.9866464018712768, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.350771558876513, ""wafer_radius_mm"": 150.0}",493
sample_000494,C08_CurvedScratch,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.356817816375623, ""per_sample"": true, ""sigma_log"": 0.3459791059753468}",,,140,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 1.8306815152095164, ""arc_radius_ratio"": 0.45638233687358615, ""n_particles"": 140, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.6764846522732801, ""span_rad"": 0.4503877586368916, ""width_norm"": 0.06074230360514562}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 130.67453630585885, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04414249481660885}",494
sample_000495,C08_CurvedScratch,pareto,"{""alpha"": 2.19334181132244, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.28201198303704267}",,,164,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 5.2188951563557655, ""arc_radius_ratio"": 0.6712694333367247, ""n_particles"": 164, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.808673017651149, ""span_rad"": 0.586058184531288, ""width_norm"": 0.050473516877856256}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 117.1056593843511, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.018525309872206738}",495
sample_000496,C03_Ring,weibull,"{""k"": 0.7375175254593589, ""lambda_um"": 0.33339767950550403, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,40,"{""n_particles"": 40, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7420326932921183, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.09632759788168196}",496
sample_000497,C07_StraightLine,pareto,"{""alpha"": 2.2198780522241766, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.09539355354183011}",,,181,"{""angle_deg"": 166.01897623085358, ""n_particles"": 181, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.09038584894087776, ""params"": {""segment_half_length_norm"": 0.29121032364923805, ""width_norm"": 0.03622442162441833}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.585690521470915, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03039284477829771}",497
sample_000498,C03_Ring,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.3313994424247877, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.05294167763753595}",,,99,"{""n_particles"": 99, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.4412241878907895, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19228568412521427}",498
sample_000499,C02_EdgeBiased,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.710388653389983, ""per_sample"": true, ""sigma_log"": 0.3810669026483009}",,,99,"{""edge_bias"": 3.9652835546877787, ""n_particles"": 99, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",499
sample_000500,C04_Sector_Edge,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.346882227787267, ""per_sample"": true, ""sigma_log"": 0.21891560889046405}",,,200,"{""angle_center_rad"": 5.474840175340405, ""angle_width_deg"": 62.29458348930111, ""edge_width_ratio"": 0.2566851086367132, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.3049487230191863, ""radial_beta_beta"": 2.7220494981785075, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.995441291747369, ""wafer_radius_mm"": 150.0}",500
sample_000501,C09_Spiral,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.47632033907797205, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.07585144395332419}",,,143,"{""end_r_ratio"": 0.7871367388195664, ""n_particles"": 143, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 26.517524544939697, ""width_norm"": 0.00992098921510154}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.10179395754929312, ""theta_max"": 6.295912283088766, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04860737992096147}",501
sample_000502,C05_Sector_Internal,weibull,"{""k"": 2.1217071722288154, ""lambda_um"": 0.03099123623764468, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,141,"{""angle_center_rad"": 5.22434854895512, ""angle_width_deg"": 43.41963941996, ""edge_margin_norm"": 0.05, ""n_particles"": 141, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.16250803674959557, ""r_outer_ratio"": 0.5143480289335784, ""radial_beta_alpha"": 1.6113121398618686, ""radial_beta_beta"": 1.2591051762759167, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 5.282980244756196, ""wafer_radius_mm"": 150.0}",502
sample_000503,C06_RadialLines,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.497664568812372, ""per_sample"": true, ""sigma_log"": 0.39715699255019177}",,,49,"{""angular_jitter_deg"": 3.2721798477098583, ""n_lines"": 4, ""n_particles"": 49, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 5.0, ""r_max_norm"": 0.794762233642221, ""r_min_norm"": 0.05942148242260172, ""sigma_perp_norm"": 0.017202534248600618}, ""r_max_ratio"": 0.7631096931750245, ""r_min_ratio"": 0.25874929161731597, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.025520942618663126, ""wafer_radius_mm"": 150.0}",503
sample_000504,C04_Sector_Edge,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.3150017623390773, ""per_sample"": true, ""sigma_log"": 0.2621741763733638}",,,158,"{""angle_center_rad"": 1.5701906914243442, ""angle_width_deg"": 35.26610380345403, ""edge_width_ratio"": 0.28759364649560165, ""n_particles"": 158, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.1681820741985947, ""radial_beta_beta"": 2.292508905065145, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.83806464615795, ""wafer_radius_mm"": 150.0}",504
sample_000505,C11_Hotspot_Elliptic,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.6375797803031498, ""per_sample"": true, ""sigma_log"": 0.7992914802864699}",,,33,"{""center_angle"": ""random"", ""center_angle_rad"": 5.570118497378944, ""center_radius_ratio"": 0.5118501523988451, ""mode"": ""random"", ""n_particles"": 33, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.665373772626081, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08541644721413748, ""sigma_y_ratio"": 0.05456306689180966, ""wafer_radius_mm"": 150.0}",505
sample_000506,C03_Ring,pareto,"{""alpha"": 2.961792912752103, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.06325190878834551}",,,124,"{""n_particles"": 124, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.46223344327250654, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1391352583792544}",506
sample_000507,C05_Sector_Internal,weibull,"{""k"": 1.6816494647674776, ""lambda_um"": 0.2628358868052196, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,142,"{""angle_center_rad"": 3.2254270402088534, ""angle_width_deg"": 85.3616767149136, ""edge_margin_norm"": 0.05, ""n_particles"": 142, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.08127456320074745, ""r_outer_ratio"": 0.7311019364137422, ""radial_beta_alpha"": 3.562562509440691, ""radial_beta_beta"": 1.4518507308773247, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 3.547934279821569, ""wafer_radius_mm"": 150.0}",507
sample_000508,C06_RadialLines,weibull,"{""k"": 1.2322694812465365, ""lambda_um"": 0.28041017136268936, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,156,"{""angular_jitter_deg"": 1.6792299154952284, ""n_lines"": 6, ""n_particles"": 156, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 5.0, ""r_max_norm"": 0.973219973166297, ""r_min_norm"": 0.2337407972659661, ""sigma_perp_norm"": 0.06849880498116553}, ""r_max_ratio"": 0.8220651377601755, ""r_min_ratio"": 0.029077678583627795, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.02483707258035645, ""wafer_radius_mm"": 150.0}",508
sample_000509,C08_CurvedScratch,pareto,"{""alpha"": 3.9548341259666793, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.1943009547923632}",,,200,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 3.6678986444042567, ""arc_radius_ratio"": 0.5352005160752895, ""n_particles"": 200, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.6685976330641048, ""span_rad"": 0.6644414834926258, ""width_norm"": 0.04665071740896998}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 113.14071285522375, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.023996400921665863}",509
sample_000510,C05_Sector_Internal,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.5320211994157384, ""per_sample"": true, ""sigma_log"": 0.3642472387389701}",,,159,"{""angle_center_rad"": 2.391624431695576, ""angle_width_deg"": 112.91245013900694, ""edge_margin_norm"": 0.05, ""n_particles"": 159, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.25534052558593684, ""r_outer_ratio"": 0.5469786264077822, ""radial_beta_alpha"": 3.231029188950555, ""radial_beta_beta"": 2.7965613091339847, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 1.0691019269809432, ""wafer_radius_mm"": 150.0}",510
sample_000511,C08_CurvedScratch,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.8139203608830305, ""per_sample"": true, ""sigma_log"": 0.8050416410228509}",,,97,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 1.5979289019477239, ""arc_radius_ratio"": 0.4533183189361683, ""n_particles"": 97, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.6587371033252947, ""span_rad"": 0.20006696208454755, ""width_norm"": 0.04974024375137397}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 132.0624778332841, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04513353385922528}",511
sample_000512,C04_Sector_Edge,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.12844082716156988, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.0823373763593309}",,,74,"{""angle_center_rad"": 0.6747044728688402, ""angle_width_deg"": 47.19882652824607, ""edge_width_ratio"": 0.0665483272786722, ""n_particles"": 74, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.702569316647021, ""radial_beta_beta"": 0.9317363726512584, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 7.880390072607756, ""wafer_radius_mm"": 150.0}",512
sample_000513,C05_Sector_Internal,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.2890776723110239, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.07792665263499969}",,,14,"{""angle_center_rad"": 3.531197170473015, ""angle_width_deg"": 109.17740616242743, ""edge_margin_norm"": 0.05, ""n_particles"": 14, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.3253023274997548, ""r_outer_ratio"": 0.6895999586025662, ""radial_beta_alpha"": 2.102780451930383, ""radial_beta_beta"": 1.9767861572024812, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 5.428414289311483, ""wafer_radius_mm"": 150.0}",513
sample_000514,C02_EdgeBiased,weibull,"{""k"": 1.9751379706956087, ""lambda_um"": 0.04891215882305808, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,128,"{""edge_bias"": 3.8991968479973567, ""n_particles"": 128, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",514
sample_000515,C09_Spiral,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.6435543871231744, ""per_sample"": true, ""sigma_log"": 0.47987637261019955}",,,167,"{""end_r_ratio"": 0.8396636939847204, ""n_particles"": 167, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 14.20246913115873, ""width_norm"": 0.043068906861398006}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.22658042022232355, ""theta_max"": 12.998121600776635, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.011067005568155507}",515
sample_000516,C06_RadialLines,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.5367615094067624, ""per_sample"": true, ""sigma_log"": 0.5593224380677102}",,,35,"{""angular_jitter_deg"": 2.1274446335317476, ""n_lines"": 6, ""n_particles"": 35, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 7.0, ""r_max_norm"": 0.835564610854646, ""r_min_norm"": 0.08166074106405276, ""sigma_perp_norm"": 0.015999007746154464}, ""r_max_ratio"": 0.8980115053778179, ""r_min_ratio"": 0.07972034060199622, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.014016674728060185, ""wafer_radius_mm"": 150.0}",516
sample_000517,C08_CurvedScratch,weibull,"{""k"": 2.0904818122505855, ""lambda_um"": 0.1738465085206039, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,136,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 6.236963852649314, ""arc_radius_ratio"": 0.5575010099704055, ""n_particles"": 136, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.8880257959468303, ""span_rad"": 0.3580472362559122, ""width_norm"": 0.037267156851075484}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 50.66942338611979, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.053998265510710235}",517
