sample_id,label,label_coarse,n_particles,pattern_params,seed_offset
sample_000539,C03_Ring,,711,"{""n_particles"": 711, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.40739155036890196, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19400800336136265}",539
sample_000540,C04_Sector_Edge,,1194,"{""angle_center_rad"": 1.2338674249204715, ""angle_width_deg"": 28.243528023285442, ""edge_width_ratio"": 0.06875041242463444, ""n_particles"": 1194, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.3454613741767965, ""radial_beta_beta"": 0.9076277616833144, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.6583326516814445, ""wafer_radius_mm"": 150.0}",540
sample_000541,C07_StraightLine,,1449,"{""angle_deg"": 93.44740157816804, ""n_particles"": 1449, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.22983841000765676, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7012418239741529, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03480903508059495}",541
sample_000542,C11_Hotspot_Elliptic,,848,"{""center_angle"": ""random"", ""center_angle_rad"": 4.18961670967844, ""center_radius_ratio"": 0.5645919153276259, ""mode"": ""random"", ""n_particles"": 848, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.9709143627043089, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.060678377176612744, ""sigma_y_ratio"": 0.06748879390318757, ""wafer_radius_mm"": 150.0}",542
sample_000543,C03_Ring,,1133,"{""n_particles"": 1133, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7148016324027784, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.09169838520889584}",543
sample_000544,C01_Uniform,,654,"{""n_particles"": 654, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",544
sample_000545,random_edge_biased,random,1152,"{""edge_bias"": 2.0, ""n_particles"": 1152, ""name"": ""wafer_particles.pattern.random_edge_biased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",545
sample_000546,C11_Hotspot_Elliptic,,986,"{""center_angle"": ""random"", ""center_angle_rad"": 4.582032916369141, ""center_radius_ratio"": 0.22070615625545992, ""mode"": ""random"", ""n_particles"": 986, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.408594037229523, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.09350702456514412, ""sigma_y_ratio"": 0.04719531354287172, ""wafer_radius_mm"": 150.0}",546
sample_000547,C11_Hotspot_Elliptic,,885,"{""center_angle"": ""random"", ""center_angle_rad"": 3.77622233686025, ""center_radius_ratio"": 0.09268732987394555, ""mode"": ""random"", ""n_particles"": 885, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.1996886995837865, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.04186498147964986, ""sigma_y_ratio"": 0.05070744897045755, ""wafer_radius_mm"": 150.0}",547
sample_000548,C07_StraightLine,,1130,"{""angle_deg"": 104.11771968907196, ""n_particles"": 1130, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.14999912175358568, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7147972532253557, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.023474441539795044}",548
sample_000549,ring_wide,ring,1363,"{""n_particles"": 1363, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",549
sample_000550,radial_lines,line,1049,"{""angular_jitter_deg"": 2.0, ""n_lines"": 6, ""n_particles"": 1049, ""name"": ""wafer_particles.pattern.radial_lines"", ""r_max_ratio"": 1.0, ""r_min_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",550
sample_000551,C03_Ring,,602,"{""n_particles"": 602, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7463002724102389, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.10378260414065735}",551
sample_000552,C04_Sector_Edge,,1239,"{""angle_center_rad"": 3.4470611886908324, ""angle_width_deg"": 36.7082474208738, ""edge_width_ratio"": 0.29534279729269836, ""n_particles"": 1239, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.0541814641826557, ""radial_beta_beta"": 1.7313146868880236, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.334709319486129, ""wafer_radius_mm"": 150.0}",552
sample_000553,C11_Hotspot_Elliptic,,687,"{""center_angle"": ""random"", ""center_angle_rad"": 0.4466314676471127, ""center_radius_ratio"": 0.021299364590251137, ""mode"": ""random"", ""n_particles"": 687, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.525065874715307, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07860535862437167, ""sigma_y_ratio"": 0.06856398965958765, ""wafer_radius_mm"": 150.0}",553
sample_000554,C04_Sector_Edge,,1043,"{""angle_center_rad"": 3.138181685061739, ""angle_width_deg"": 27.333156116399486, ""edge_width_ratio"": 0.10268218810522657, ""n_particles"": 1043, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.566025801383952, ""radial_beta_beta"": 1.8196206576935074, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.594940368763392, ""wafer_radius_mm"": 150.0}",554
sample_000555,C11_Hotspot_Elliptic,,1053,"{""center_angle"": ""random"", ""center_angle_rad"": 3.8338636219958486, ""center_radius_ratio"": 0.2842559445993362, ""mode"": ""random"", ""n_particles"": 1053, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.6498652410749415, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.05092200993318574, ""sigma_y_ratio"": 0.06777529113817483, ""wafer_radius_mm"": 150.0}",555
sample_000556,C01_Uniform,,567,"{""n_particles"": 567, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",556
sample_000557,C11_Hotspot_Elliptic,,1322,"{""center_angle"": ""random"", ""center_angle_rad"": 6.232951985897136, ""center_radius_ratio"": 0.2250111377349851, ""mode"": ""random"", ""n_particles"": 1322, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 0.8079753420246778, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.041493404352760915, ""sigma_y_ratio"": 0.022522199304477256, ""wafer_radius_mm"": 150.0}",557
sample_000558,C11_Hotspot_Elliptic,,1256,"{""center_angle"": ""random"", ""center_angle_rad"": 6.180922941881017, ""center_radius_ratio"": 0.4849474261679219, ""mode"": ""random"", ""n_particles"": 1256, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 6.095122493057038, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.05404179636713221, ""sigma_y_ratio"": 0.06516912131405311, ""wafer_radius_mm"": 150.0}",558
sample_000559,C11_Hotspot_Elliptic,,666,"{""center_angle"": ""random"", ""center_angle_rad"": 0.40924724480335073, ""center_radius_ratio"": 0.04257698291436275, ""mode"": ""random"", ""n_particles"": 666, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.3536223879273037, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.0882767932268661, ""sigma_y_ratio"": 0.023258330023107673, ""wafer_radius_mm"": 150.0}",559
sample_000560,C01_Uniform,,1444,"{""n_particles"": 1444, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",560
sample_000561,ring_wide,ring,1366,"{""n_particles"": 1366, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",561
sample_000562,ring_wide,ring,1489,"{""n_particles"": 1489, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",562
sample_000563,C07_StraightLine,,571,"{""angle_deg"": 179.43344904606064, ""n_particles"": 571, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.04137573424862323, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7767586183190056, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03700506717928836}",563
sample_000564,radial_lines,line,1318,"{""angular_jitter_deg"": 2.0, ""n_lines"": 6, ""n_particles"": 1318, ""name"": ""wafer_particles.pattern.radial_lines"", ""r_max_ratio"": 1.0, ""r_min_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",564
sample_000565,C04_Sector_Edge,,941,"{""angle_center_rad"": 5.374000092253217, ""angle_width_deg"": 46.98525996048086, ""edge_width_ratio"": 0.2690016083793794, ""n_particles"": 941, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.344414965803886, ""radial_beta_beta"": 3.362568286660406, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 3.6335408730580423, ""wafer_radius_mm"": 150.0}",565
sample_000566,C03_Ring,,1166,"{""n_particles"": 1166, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7064906812627532, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19555578288725853}",566
sample_000567,C03_Ring,,1250,"{""n_particles"": 1250, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6973883491263114, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.16936919749149607}",567
sample_000568,C07_StraightLine,,1324,"{""angle_deg"": 68.187014185985, ""n_particles"": 1324, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.03761924085167967, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7552377586976822, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.042319993757566954}",568
sample_000569,C04_Sector_Edge,,1484,"{""angle_center_rad"": 2.828148289172722, ""angle_width_deg"": 30.23546038587313, ""edge_width_ratio"": 0.2900771174242615, ""n_particles"": 1484, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.0005382390033866, ""radial_beta_beta"": 1.0046805329123165, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 7.612054029537724, ""wafer_radius_mm"": 150.0}",569
sample_000570,C03_Ring,,1113,"{""n_particles"": 1113, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.43589731859480557, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19553995265699806}",570
sample_000571,scratch_vertical,line,555,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 555, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",571
sample_000572,C11_Hotspot_Elliptic,,514,"{""center_angle"": ""random"", ""center_angle_rad"": 4.229036595166797, ""center_radius_ratio"": 0.5984888815720146, ""mode"": ""random"", ""n_particles"": 514, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.231794607225519, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.10601327329659402, ""sigma_y_ratio"": 0.07289459817600892, ""wafer_radius_mm"": 150.0}",572
sample_000573,C11_Hotspot_Elliptic,,984,"{""center_angle"": ""random"", ""center_angle_rad"": 1.9825871615822799, ""center_radius_ratio"": 0.7713726654560921, ""mode"": ""random"", ""n_particles"": 984, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.5896963710732455, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.04140085694464635, ""sigma_y_ratio"": 0.05855517373010161, ""wafer_radius_mm"": 150.0}",573
sample_000574,C07_StraightLine,,1363,"{""angle_deg"": 89.32289185034227, ""n_particles"": 1363, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2364924822234617, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4234159778968107, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.032549259293625385}",574
sample_000575,C11_Hotspot_Elliptic,,572,"{""center_angle"": ""random"", ""center_angle_rad"": 3.648814274981541, ""center_radius_ratio"": 0.2824068489532491, ""mode"": ""random"", ""n_particles"": 572, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.1645528351785575, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.05948308678181226, ""sigma_y_ratio"": 0.017385817796230302, ""wafer_radius_mm"": 150.0}",575
sample_000576,C03_Ring,,1492,"{""n_particles"": 1492, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6168061779182512, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.09574222475585484}",576
sample_000577,C01_Uniform,,942,"{""n_particles"": 942, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",577
sample_000578,C03_Ring,,1436,"{""n_particles"": 1436, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8425524017257051, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1566459631628685}",578
sample_000579,C11_Hotspot_Elliptic,,1457,"{""center_angle"": ""random"", ""center_angle_rad"": 1.365001880997091, ""center_radius_ratio"": 0.02111277699687636, ""mode"": ""random"", ""n_particles"": 1457, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.0958458453530344, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.10598097914518718, ""sigma_y_ratio"": 0.06190920424729042, ""wafer_radius_mm"": 150.0}",579
sample_000580,C03_Ring,,1413,"{""n_particles"": 1413, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8589860495001129, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19849078484428528}",580
sample_000581,C01_Uniform,,1141,"{""n_particles"": 1141, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",581
sample_000582,C03_Ring,,1277,"{""n_particles"": 1277, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8120429006566798, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.07948818575635849}",582
sample_000583,C03_Ring,,1070,"{""n_particles"": 1070, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.651617079302432, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.11259831962330581}",583
sample_000584,C01_Uniform,,672,"{""n_particles"": 672, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",584
sample_000585,C03_Ring,,915,"{""n_particles"": 915, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6458370007174408, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.08376018907702287}",585
sample_000586,C07_StraightLine,,754,"{""angle_deg"": 29.661749588528618, ""n_particles"": 754, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.11234648798149693, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7078117800269643, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.011873747149037214}",586
sample_000587,C11_Hotspot_Elliptic,,1528,"{""center_angle"": ""random"", ""center_angle_rad"": 3.4754992641460998, ""center_radius_ratio"": 0.37534442785039707, ""mode"": ""random"", ""n_particles"": 1528, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.085119180029059, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.09695683674019309, ""sigma_y_ratio"": 0.05603823964442148, ""wafer_radius_mm"": 150.0}",587
sample_000588,C03_Ring,,1062,"{""n_particles"": 1062, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6287772938595553, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.17088264318712162}",588
sample_000589,C11_Hotspot_Elliptic,,1232,"{""center_angle"": ""random"", ""center_angle_rad"": 4.13350452447248, ""center_radius_ratio"": 0.2986823145638812, ""mode"": ""random"", ""n_particles"": 1232, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.1298906633523673, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.0752268782814775, ""sigma_y_ratio"": 0.03705761730553947, ""wafer_radius_mm"": 150.0}",589
sample_000590,C07_StraightLine,,1078,"{""angle_deg"": 159.82010022877495, ""n_particles"": 1078, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1350114566481262, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.44765922900936406, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.014976259465675754}",590
